alpha_id,expr,sharpe,fitness,turnover,ic_mean
LEaqmQL,"ts_regression (ts_zscore(cap,500), ts_zscore(ppent,500),500,rettype = 0)",-0.22,-0.08,0.0786,-0.000452
NLm6xdq,"ts_regression (ts_zscore(cap,500), ts_zscore(ppent,500),500,rettype = 1)",-0.08,-0.02,0.0181,-0.000591
joRXm85,"ts_regression (ts_zscore(cap,500), ts_zscore(ppent,500),500,rettype = 2)",0.39,0.13,0.0211,0.001354
LEa6eE1,"ts_regression (ts_zscore(cap,500), ts_zscore(ppent,500),500,rettype = 3)",0.05,0.01,0.033,0.000279
VZjEqjG,"ts_regression (ts_zscore(cap,500), ts_zscore(ppent,500),500,rettype = 4)",0.31,0.12,0.0159,0.002286
ENWbaoJ,"ts_regression (ts_zscore(cap,500), ts_zscore(ppent,500),500,rettype = 5)",0.51,0.26,0.0152,0.004185
Y8KmNNM,"ts_regression (ts_zscore(cap,500), ts_zscore(ppent,500),500,rettype = 6)",0.5,0.17,0.029,0.001001
ORPkp2p,"ts_regression (ts_zscore(cap,500), ts_zscore(ppent,500),500,rettype = 7)",0.27,0.1,0.0171,0.002038
Kvd6GVg,"ts_regression (ts_zscore(cap,500), ts_zscore(ppent,500),500,rettype = 8)",0.3,0.09,0.0149,0.001455
W3QdYRx,"ts_regression (ts_zscore(cap,500), ts_zscore(ppent,500),500,rettype = 9)",0.76,0.91,0.0167,0.021555
NLm63Z7,"ts_regression (ts_zscore(cap,500), ts_zscore(operating_expense,500),500,rettype = 0)",-0.3,-0.14,0.0748,-0.000686
zg6jE0E,"ts_regression (ts_zscore(cap,500), ts_zscore(operating_expense,500),500,rettype = 1)",-0.14,-0.04,0.0166,-0.001252
29zRYvx,"ts_regression (ts_zscore(cap,500), ts_zscore(operating_expense,500),500,rettype = 2)",0.94,0.45,0.0199,0.002937
VZjl1lV,"ts_regression (ts_zscore(cap,500), ts_zscore(operating_expense,500),500,rettype = 3)",0.06,0.01,0.0291,0.000341
mdRzRMX,"ts_regression (ts_zscore(cap,500), ts_zscore(operating_expense,500),500,rettype = 4)",0.15,0.04,0.0162,0.00116
nmRz0rx,"ts_regression (ts_zscore(cap,500), ts_zscore(operating_expense,500),500,rettype = 5)",0.15,0.04,0.0157,0.001246
gXOPwgv,"ts_regression (ts_zscore(cap,500), ts_zscore(operating_expense,500),500,rettype = 6)",-0.36,-0.1,0.0297,-0.000663
gXOPRmK,"ts_regression (ts_zscore(cap,500), ts_zscore(operating_expense,500),500,rettype = 7)",-0.18,-0.06,0.0177,-0.001509
ORPmJ2g,"ts_regression (ts_zscore(cap,500), ts_zscore(operating_expense,500),500,rettype = 8)",0.26,0.1,0.0153,0.002249
eNw2Njl,"ts_regression (ts_zscore(cap,500), ts_zscore(operating_expense,500),500,rettype = 9)",0.53,0.25,0.019,0.002981
dYV7vKJ,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory,500),500,rettype = 0)",-0.24,-0.09,0.0755,-0.000476
lEOzwbe,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory,500),500,rettype = 1)",-0.17,-0.05,0.0186,-0.001311
zg6ol2O,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory,500),500,rettype = 2)",0.08,0.01,0.0276,0.000295
bJZWXZl,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory,500),500,rettype = 3)",-0.12,-0.03,0.0315,-0.000629
981A1N9,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory,500),500,rettype = 4)",0.18,0.05,0.0154,0.001231
zg6JaYX,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory,500),500,rettype = 5)",0.36,0.15,0.0149,0.002818
PxaXqKL,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory,500),500,rettype = 6)",0.45,0.15,0.0292,0.000922
lEORRQl,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory,500),500,rettype = 7)",0.14,0.04,0.0165,0.001014
dYVEEeJ,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory,500),500,rettype = 8)",0.22,0.06,0.0155,0.001157
981awPq,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory,500),500,rettype = 9)",0.55,0.55,0.0217,0.011658
nmRZ8Nl,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow,500),500,rettype = 0)",-0.13,-0.04,0.0739,-0.000284
ENWgROP,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow,500),500,rettype = 1)",-0.2,-0.07,0.0179,-0.001818
nmRZeRq,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow,500),500,rettype = 2)",-0.14,-0.03,0.022,-0.000361
R9Q2Prb,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow,500),500,rettype = 3)",-0.18,-0.06,0.0272,-0.001111
6ZVa61Y,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow,500),500,rettype = 4)",-0.01,-0.0,0.016,-7e-05
lEO7Lql,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow,500),500,rettype = 5)",0.1,0.02,0.0148,0.000838
Y8KN6qJ,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow,500),500,rettype = 6)",0.28,0.07,0.0255,0.000611
Pxandn7,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow,500),500,rettype = 7)",-0.19,-0.06,0.0171,-0.001443
pxrn08b,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow,500),500,rettype = 8)",-0.22,-0.06,0.0211,-0.000814
joRnWaQ,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow,500),500,rettype = 9)",0.12,0.02,0.0214,0.000418
ENWqg91,"ts_regression (ts_zscore(cap,500), ts_zscore(sga_expense,500),500,rettype = 0)",-0.2,-0.07,0.0772,-0.000451
eNwnOrE,"ts_regression (ts_zscore(cap,500), ts_zscore(sga_expense,500),500,rettype = 1)",-0.17,-0.05,0.0219,-0.00119
eNwnz0p,"ts_regression (ts_zscore(cap,500), ts_zscore(sga_expense,500),500,rettype = 2)",0.65,0.32,0.0302,0.002005
joRn8ZQ,"ts_regression (ts_zscore(cap,500), ts_zscore(sga_expense,500),500,rettype = 3)",0.06,0.01,0.0339,0.000283
GXAnm8J,"ts_regression (ts_zscore(cap,500), ts_zscore(sga_expense,500),500,rettype = 4)",-0.01,-0.0,0.0166,-0.000107
LEan3ML,"ts_regression (ts_zscore(cap,500), ts_zscore(sga_expense,500),500,rettype = 5)",0.05,0.01,0.016,0.000401
PxanRbL,"ts_regression (ts_zscore(cap,500), ts_zscore(sga_expense,500),500,rettype = 6)",-0.16,-0.03,0.0342,-0.000287
joR12mo,"ts_regression (ts_zscore(cap,500), ts_zscore(sga_expense,500),500,rettype = 7)",-0.39,-0.19,0.0185,-0.003046
QOkEeKK,"ts_regression (ts_zscore(cap,500), ts_zscore(sga_expense,500),500,rettype = 8)",0.41,0.2,0.017,0.003535
W3Q9dlN,"ts_regression (ts_zscore(cap,500), ts_zscore(sga_expense,500),500,rettype = 9)",0.81,0.52,0.0221,0.004747
mdRZqL6,"ts_regression (ts_zscore(cap,500), ts_zscore(debt_st,500),500,rettype = 0)",-0.12,-0.03,0.0758,-0.000234
r9gAoaJ,"ts_regression (ts_zscore(cap,500), ts_zscore(debt_st,500),500,rettype = 1)",-0.17,-0.05,0.0213,-0.001176
6ZVzleK,"ts_regression (ts_zscore(cap,500), ts_zscore(debt_st,500),500,rettype = 2)",-0.32,-0.11,0.03,-0.000934
zg6ObzK,"ts_regression (ts_zscore(cap,500), ts_zscore(debt_st,500),500,rettype = 3)",-0.06,-0.01,0.0327,-0.00028
ORPozdv,"ts_regression (ts_zscore(cap,500), ts_zscore(debt_st,500),500,rettype = 4)",0.07,0.01,0.0159,0.000556
eNwLP0d,"ts_regression (ts_zscore(cap,500), ts_zscore(debt_st,500),500,rettype = 5)",0.27,0.1,0.0151,0.002258
bJZ9lxK,"ts_regression (ts_zscore(cap,500), ts_zscore(debt_st,500),500,rettype = 6)",1.02,0.46,0.0321,0.001605
joRgmQo,"ts_regression (ts_zscore(cap,500), ts_zscore(debt_st,500),500,rettype = 7)",-0.18,-0.06,0.0184,-0.00133
6ZVEPbK,"ts_regression (ts_zscore(cap,500), ts_zscore(debt_st,500),500,rettype = 8)",-0.24,-0.07,0.0209,-0.000898
LEaRlL1,"ts_regression (ts_zscore(cap,500), ts_zscore(debt_st,500),500,rettype = 9)",0.08,0.02,0.0285,0.000503
29zKJGw,"ts_regression (ts_zscore(cap,500), ts_zscore(cash_st,500),500,rettype = 0)",-0.17,-0.06,0.0776,-0.000383
31rAoae,"ts_regression (ts_zscore(cap,500), ts_zscore(cash_st,500),500,rettype = 1)",-0.12,-0.03,0.0187,-0.000962
LEaR2Gn,"ts_regression (ts_zscore(cap,500), ts_zscore(cash_st,500),500,rettype = 2)",0.27,0.07,0.0239,0.000802
eNwO2o6,"ts_regression (ts_zscore(cap,500), ts_zscore(cash_st,500),500,rettype = 3)",-0.1,-0.03,0.0308,-0.000549
dYVxEYv,"ts_regression (ts_zscore(cap,500), ts_zscore(cash_st,500),500,rettype = 4)",-0.1,-0.02,0.0164,-0.000774
lEOVl0x,"ts_regression (ts_zscore(cap,500), ts_zscore(cash_st,500),500,rettype = 5)",0.11,0.03,0.0157,0.00092
ENWwRv1,"ts_regression (ts_zscore(cap,500), ts_zscore(cash_st,500),500,rettype = 6)",0.12,0.02,0.0292,0.000206
joRZY79,"ts_regression (ts_zscore(cap,500), ts_zscore(cash_st,500),500,rettype = 7)",-0.36,-0.16,0.0181,-0.002835
AeZwrMw,"ts_regression (ts_zscore(cap,500), ts_zscore(cash_st,500),500,rettype = 8)",0.01,0.0,0.0187,6.3e-05
ENWw28L,"ts_regression (ts_zscore(cap,500), ts_zscore(cash_st,500),500,rettype = 9)",0.09,0.02,0.0213,0.000376
QOkaxMQ,"ts_regression (ts_zscore(cap,500), ts_zscore(receivable,500),500,rettype = 0)",-0.22,-0.08,0.0757,-0.000466
joR05dQ,"ts_regression (ts_zscore(cap,500), ts_zscore(receivable,500),500,rettype = 1)",-0.04,-0.01,0.0169,-0.000342
5r0Ob21,"ts_regression (ts_zscore(cap,500), ts_zscore(receivable,500),500,rettype = 2)",-0.06,-0.01,0.021,-0.000236
Kvd9R01,"ts_regression (ts_zscore(cap,500), ts_zscore(receivable,500),500,rettype = 3)",0.09,0.02,0.03,0.00049
NLmrWjw,"ts_regression (ts_zscore(cap,500), ts_zscore(receivable,500),500,rettype = 4)",0.41,0.18,0.0154,0.002951
lEOlRZ8,"ts_regression (ts_zscore(cap,500), ts_zscore(receivable,500),500,rettype = 5)",0.46,0.22,0.015,0.003661
bJZqqOR,"ts_regression (ts_zscore(cap,500), ts_zscore(receivable,500),500,rettype = 6)",-0.5,-0.16,0.0293,-0.000922
gXOMj20,"ts_regression (ts_zscore(cap,500), ts_zscore(receivable,500),500,rettype = 7)",0.25,0.09,0.0168,0.001847
zg6mrzo,"ts_regression (ts_zscore(cap,500), ts_zscore(receivable,500),500,rettype = 8)",0.33,0.11,0.0152,0.001818
aeZnR99,"ts_regression (ts_zscore(cap,500), ts_zscore(receivable,500),500,rettype = 9)",0.53,0.35,0.0218,0.00509
Zg3nN9d,"ts_regression (ts_zscore(cap,500), ts_zscore(return_equity,500),500,rettype = 0)",-0.3,-0.13,0.0764,-0.000658
ORPZL1v,"ts_regression (ts_zscore(cap,500), ts_zscore(return_equity,500),500,rettype = 1)",0.04,0.01,0.0166,0.000348
Zg3K6v1,"ts_regression (ts_zscore(cap,500), ts_zscore(return_equity,500),500,rettype = 2)",0.49,0.18,0.0227,0.001522
kvrZeng,"ts_regression (ts_zscore(cap,500), ts_zscore(return_equity,500),500,rettype = 3)",0.05,0.01,0.0304,0.000295
31re6gz,"ts_regression (ts_zscore(cap,500), ts_zscore(return_equity,500),500,rettype = 4)",0.02,0.0,0.0164,0.000133
1Obzokk,"ts_regression (ts_zscore(cap,500), ts_zscore(return_equity,500),500,rettype = 5)",0.13,0.03,0.0157,0.001093
VZj3Gg0,"ts_regression (ts_zscore(cap,500), ts_zscore(return_equity,500),500,rettype = 6)",-0.22,-0.05,0.0298,-0.000378
ENWeRoP,"ts_regression (ts_zscore(cap,500), ts_zscore(return_equity,500),500,rettype = 7)",-0.26,-0.1,0.0179,-0.002181
Zg3Kdo1,"ts_regression (ts_zscore(cap,500), ts_zscore(return_equity,500),500,rettype = 8)",-0.29,-0.1,0.0216,-0.001482
aeZEw5w,"ts_regression (ts_zscore(cap,500), ts_zscore(return_equity,500),500,rettype = 9)",0.1,0.02,0.0221,0.000423
9817O1d,"ts_regression (ts_zscore(cap,500), ts_zscore(retained_earnings,500),500,rettype = 0)",-0.12,-0.03,0.084,-0.000219
dYVRNpE,"ts_regression (ts_zscore(cap,500), ts_zscore(retained_earnings,500),500,rettype = 1)",-0.52,-0.25,0.0178,-0.00316
Y8Kv6Po,"ts_regression (ts_zscore(cap,500), ts_zscore(retained_earnings,500),500,rettype = 2)",0.48,0.16,0.0196,0.001481
31rpWj6,"ts_regression (ts_zscore(cap,500), ts_zscore(retained_earnings,500),500,rettype = 3)",-0.15,-0.05,0.0393,-0.000591
MdRGX8o,"ts_regression (ts_zscore(cap,500), ts_zscore(retained_earnings,500),500,rettype = 4)",-0.07,-0.01,0.0164,-0.000597
PxaGwnw,"ts_regression (ts_zscore(cap,500), ts_zscore(retained_earnings,500),500,rettype = 5)",0.06,0.01,0.0156,0.000498
6ZVp9OE,"ts_regression (ts_zscore(cap,500), ts_zscore(retained_earnings,500),500,rettype = 6)",0.8,0.33,0.0282,0.001511
MdRG7Ro,"ts_regression (ts_zscore(cap,500), ts_zscore(retained_earnings,500),500,rettype = 7)",-0.26,-0.1,0.018,-0.002163
6ZVpd05,"ts_regression (ts_zscore(cap,500), ts_zscore(retained_earnings,500),500,rettype = 8)",0.74,0.36,0.0133,0.00439
5r0p5Rk,"ts_regression (ts_zscore(cap,500), ts_zscore(retained_earnings,500),500,rettype = 9)",0.79,0.39,0.015,0.004105
XVQoAJm,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fopo,500),500,rettype = 0)",-0.32,-0.14,0.0735,-0.000685
981XzQ2,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fopo,500),500,rettype = 1)",-0.16,-0.05,0.0174,-0.001453
ENWlOLR,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fopo,500),500,rettype = 2)",0.27,0.07,0.022,0.000723
Zg37M13,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fopo,500),500,rettype = 3)",-0.02,-0.0,0.0274,-9.8e-05
AeZl8ZY,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fopo,500),500,rettype = 4)",-0.2,-0.06,0.0159,-0.001472
vZMjW1z,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fopo,500),500,rettype = 5)",0.1,0.02,0.0149,0.000874
oR56pv6,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fopo,500),500,rettype = 6)",0.79,0.32,0.0265,0.001586
zg6YzMd,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fopo,500),500,rettype = 7)",-0.41,-0.19,0.017,-0.003137
NLmQ75X,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fopo,500),500,rettype = 8)",-0.42,-0.15,0.0181,-0.0018
1ObxZvR,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fopo,500),500,rettype = 9)",-0.19,-0.04,0.0196,-0.000689
gXOQaeK,"ts_regression (ts_zscore(cap,500), ts_zscore(income_tax,500),500,rettype = 0)",-0.25,-0.1,0.0731,-0.000568
xV8YGab,"ts_regression (ts_zscore(cap,500), ts_zscore(income_tax,500),500,rettype = 1)",-0.1,-0.03,0.0158,-0.001052
xV8YEbb,"ts_regression (ts_zscore(cap,500), ts_zscore(income_tax,500),500,rettype = 2)",-0.06,-0.01,0.0252,-0.000309
GXAbqex,"ts_regression (ts_zscore(cap,500), ts_zscore(income_tax,500),500,rettype = 3)",0.07,0.01,0.0295,0.000377
1ObX1RJ,"ts_regression (ts_zscore(cap,500), ts_zscore(income_tax,500),500,rettype = 4)",0.13,0.03,0.0158,0.000957
R9Qb2pd,"ts_regression (ts_zscore(cap,500), ts_zscore(income_tax,500),500,rettype = 5)",0.14,0.04,0.0151,0.001089
VZjapmw,"ts_regression (ts_zscore(cap,500), ts_zscore(income_tax,500),500,rettype = 6)",-0.6,-0.22,0.0316,-0.001078
981jVA1,"ts_regression (ts_zscore(cap,500), ts_zscore(income_tax,500),500,rettype = 7)",-0.11,-0.03,0.0171,-0.000824
eNwbQGz,"ts_regression (ts_zscore(cap,500), ts_zscore(income_tax,500),500,rettype = 8)",-1.09,-0.75,0.0228,-0.005147
vZMrZdr,"ts_regression (ts_zscore(cap,500), ts_zscore(income_tax,500),500,rettype = 9)",-0.22,-0.15,0.017,-0.007114
aeZxrXx,"ts_regression (ts_zscore(cap,500), ts_zscore(liabilities_curr,500),500,rettype = 0)",-0.31,-0.15,0.0765,-0.000731
nmRP9Jq,"ts_regression (ts_zscore(cap,500), ts_zscore(liabilities_curr,500),500,rettype = 1)",0.04,0.01,0.0173,0.000334
r9gega1,"ts_regression (ts_zscore(cap,500), ts_zscore(liabilities_curr,500),500,rettype = 2)",0.34,0.1,0.0202,0.001171
VZj0w1Y,"ts_regression (ts_zscore(cap,500), ts_zscore(liabilities_curr,500),500,rettype = 3)",0.13,0.04,0.0289,0.000778
AeZvOQR,"ts_regression (ts_zscore(cap,500), ts_zscore(liabilities_curr,500),500,rettype = 4)",0.06,0.01,0.0167,0.000496
MdR3x0n,"ts_regression (ts_zscore(cap,500), ts_zscore(liabilities_curr,500),500,rettype = 5)",0.09,0.02,0.0161,0.000838
AeZvL7R,"ts_regression (ts_zscore(cap,500), ts_zscore(liabilities_curr,500),500,rettype = 6)",-0.23,-0.05,0.0297,-0.000448
r9gew7m,"ts_regression (ts_zscore(cap,500), ts_zscore(liabilities_curr,500),500,rettype = 7)",-0.18,-0.06,0.0184,-0.001534
R9Q6g2d,"ts_regression (ts_zscore(cap,500), ts_zscore(liabilities_curr,500),500,rettype = 8)",0.46,0.22,0.0166,0.003337
8V9vmxm,"ts_regression (ts_zscore(cap,500), ts_zscore(liabilities_curr,500),500,rettype = 9)",0.63,0.32,0.0199,0.003237
XVQRGp0,"ts_regression (ts_zscore(cap,500), ts_zscore(pretax_income,500),500,rettype = 0)",-0.26,-0.11,0.0747,-0.000595
w3x9Mp5,"ts_regression (ts_zscore(cap,500), ts_zscore(pretax_income,500),500,rettype = 1)",-0.14,-0.04,0.0161,-0.001377
joReLvj,"ts_regression (ts_zscore(cap,500), ts_zscore(pretax_income,500),500,rettype = 2)",0.32,0.1,0.021,0.001105
kvrJkoO,"ts_regression (ts_zscore(cap,500), ts_zscore(pretax_income,500),500,rettype = 3)",0.02,0.0,0.0293,0.000132
vZMOJPv,"ts_regression (ts_zscore(cap,500), ts_zscore(pretax_income,500),500,rettype = 4)",0.06,0.01,0.0163,0.000484
W3QLVGQ,"ts_regression (ts_zscore(cap,500), ts_zscore(pretax_income,500),500,rettype = 5)",0.17,0.05,0.0157,0.001425
aeZVVQ1,"ts_regression (ts_zscore(cap,500), ts_zscore(pretax_income,500),500,rettype = 6)",-0.04,-0.0,0.0291,-6.6e-05
w3x9352,"ts_regression (ts_zscore(cap,500), ts_zscore(pretax_income,500),500,rettype = 7)",-0.27,-0.11,0.0178,-0.002229
AeZQmPW,"ts_regression (ts_zscore(cap,500), ts_zscore(pretax_income,500),500,rettype = 8)",-0.35,-0.14,0.0197,-0.002031
Zg3m9nn,"ts_regression (ts_zscore(cap,500), ts_zscore(pretax_income,500),500,rettype = 9)",0.37,0.14,0.0217,0.00156
981E59o,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_fin,500),500,rettype = 0)",-0.24,-0.09,0.0735,-0.0005
KvdJKml,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_fin,500),500,rettype = 1)",-0.13,-0.04,0.0173,-0.001183
W3QO6vO,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_fin,500),500,rettype = 2)",0.68,0.25,0.0214,0.001613
31roYjQ,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_fin,500),500,rettype = 3)",-0.08,-0.02,0.0269,-0.000513
aeZKWK9,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_fin,500),500,rettype = 4)",-0.07,-0.01,0.0159,-0.000536
oR5EK5l,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_fin,500),500,rettype = 5)",0.1,0.02,0.0148,0.000815
nmRvNqd,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_fin,500),500,rettype = 6)",0.43,0.13,0.0256,0.000887
Y8K13Ol,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_fin,500),500,rettype = 7)",-0.23,-0.08,0.0169,-0.001791
8V9NmQl,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_fin,500),500,rettype = 8)",-1.02,-0.56,0.0194,-0.003944
31r0rZQ,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_fin,500),500,rettype = 9)",-0.61,-0.26,0.0202,-0.002195
zg6dz78,"ts_regression (ts_zscore(cap,500), ts_zscore(income_beforeextra,500),500,rettype = 0)",-0.3,-0.14,0.0748,-0.000681
ENWQ020,"ts_regression (ts_zscore(cap,500), ts_zscore(income_beforeextra,500),500,rettype = 1)",-0.09,-0.02,0.0162,-0.0009
eNwankl,"ts_regression (ts_zscore(cap,500), ts_zscore(income_beforeextra,500),500,rettype = 2)",0.28,0.08,0.0215,0.000957
nmRa2kd,"ts_regression (ts_zscore(cap,500), ts_zscore(income_beforeextra,500),500,rettype = 3)",0.07,0.02,0.0298,0.000389
oR5aq7k,"ts_regression (ts_zscore(cap,500), ts_zscore(income_beforeextra,500),500,rettype = 4)",0.03,0.0,0.0163,0.000263
GXAmOXQ,"ts_regression (ts_zscore(cap,500), ts_zscore(income_beforeextra,500),500,rettype = 5)",0.16,0.05,0.0157,0.001315
mdRaNoK,"ts_regression (ts_zscore(cap,500), ts_zscore(income_beforeextra,500),500,rettype = 6)",-0.1,-0.01,0.0296,-0.000191
ORPWLKq,"ts_regression (ts_zscore(cap,500), ts_zscore(income_beforeextra,500),500,rettype = 7)",-0.28,-0.11,0.0178,-0.002293
PxaPJEw,"ts_regression (ts_zscore(cap,500), ts_zscore(income_beforeextra,500),500,rettype = 8)",-0.41,-0.18,0.0203,-0.002343
73bGA0x,"ts_regression (ts_zscore(cap,500), ts_zscore(income_beforeextra,500),500,rettype = 9)",0.28,0.08,0.022,0.001022
JoE3l1l,"ts_regression (ts_zscore(cap,500), ts_zscore(current_ratio,500),500,rettype = 0)",-0.25,-0.11,0.0766,-0.000582
vZMYOL3,"ts_regression (ts_zscore(cap,500), ts_zscore(current_ratio,500),500,rettype = 3)",0.08,0.02,0.0286,0.000463
dYV93kx,"ts_regression (ts_zscore(cap,500), ts_zscore(current_ratio,500),500,rettype = 4)",-0.04,-0.01,0.0168,-0.000362
KvdV2Oz,"ts_regression (ts_zscore(cap,500), ts_zscore(current_ratio,500),500,rettype = 5)",0.11,0.03,0.0161,0.000976
AeZLXzR,"ts_regression (ts_zscore(cap,500), ts_zscore(current_ratio,500),500,rettype = 6)",0.17,0.03,0.0286,0.000363
31r1qqN,"ts_regression (ts_zscore(cap,500), ts_zscore(current_ratio,500),500,rettype = 7)",-0.28,-0.12,0.0186,-0.002403
qOrO1pO,"ts_regression (ts_zscore(cap,500), ts_zscore(current_ratio,500),500,rettype = 8)",-0.11,-0.02,0.0192,-0.00048
8V9VAAo,"ts_regression (ts_zscore(cap,500), ts_zscore(current_ratio,500),500,rettype = 9)",-0.06,-0.01,0.021,-0.000287
Zg3gqpZ,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_growth,500),500,rettype = 0)",-0.34,-0.16,0.0721,-0.000806
1ObOJvJ,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_growth,500),500,rettype = 1)",0.12,0.03,0.0161,0.001235
XVQV7xm,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_growth,500),500,rettype = 2)",0.03,0.0,0.0274,9e-05
JoEo3Vn,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_growth,500),500,rettype = 3)",0.16,0.05,0.0313,0.00089
0x3x6Kk,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_growth,500),500,rettype = 4)",0.25,0.08,0.0152,0.001861
8V9Vxlz,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_growth,500),500,rettype = 5)",0.25,0.09,0.0147,0.00203
ENWNd7G,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_growth,500),500,rettype = 6)",-0.28,-0.07,0.0321,-0.00054
xV82AoN,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_growth,500),500,rettype = 7)",0.18,0.05,0.0162,0.001405
xV820El,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_growth,500),500,rettype = 8)",-0.09,-0.02,0.0252,-0.000427
bJZr77N,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_growth,500),500,rettype = 9)",0.25,0.09,0.0225,0.001352
eNwV9xE,"ts_regression (ts_zscore(cap,500), ts_zscore(return_assets,500),500,rettype = 0)",-0.32,-0.15,0.0759,-0.000715
qOrY7YO,"ts_regression (ts_zscore(cap,500), ts_zscore(return_assets,500),500,rettype = 1)",0.0,0.0,0.0161,2.1e-05
pxrMbg6,"ts_regression (ts_zscore(cap,500), ts_zscore(return_assets,500),500,rettype = 2)",0.31,0.09,0.0213,0.001042
nmReLKw,"ts_regression (ts_zscore(cap,500), ts_zscore(return_assets,500),500,rettype = 3)",0.08,0.02,0.0295,0.000437
xV8G6rb,"ts_regression (ts_zscore(cap,500), ts_zscore(return_assets,500),500,rettype = 4)",0.07,0.01,0.0163,0.000531
lEOGQpO,"ts_regression (ts_zscore(cap,500), ts_zscore(return_assets,500),500,rettype = 5)",0.16,0.05,0.0157,0.00134
R9Qzbkn,"ts_regression (ts_zscore(cap,500), ts_zscore(return_assets,500),500,rettype = 6)",-0.41,-0.12,0.0292,-0.000781
ENWz6Gm,"ts_regression (ts_zscore(cap,500), ts_zscore(return_assets,500),500,rettype = 7)",-0.24,-0.09,0.0178,-0.001998
Pxaz80q,"ts_regression (ts_zscore(cap,500), ts_zscore(return_assets,500),500,rettype = 8)",-0.26,-0.09,0.0214,-0.001381
aeZzmEx,"ts_regression (ts_zscore(cap,500), ts_zscore(return_assets,500),500,rettype = 9)",0.18,0.05,0.0217,0.00074
R9QKjdg,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory_turnover,500),500,rettype = 0)",-0.24,-0.09,0.0808,-0.000447
qOr3oaO,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory_turnover,500),500,rettype = 1)",-0.16,-0.05,0.0246,-0.001035
MdRZqKM,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory_turnover,500),500,rettype = 2)",-0.23,-0.08,0.0378,-0.000705
8V9YO8a,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory_turnover,500),500,rettype = 3)",-0.14,-0.04,0.0366,-0.000607
dYVoxXx,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory_turnover,500),500,rettype = 4)",0.25,0.08,0.0154,0.00166
1ObPxp6,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory_turnover,500),500,rettype = 5)",0.44,0.2,0.0149,0.003292
kvrONYL,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory_turnover,500),500,rettype = 6)",0.27,0.07,0.0305,0.000565
vZM6Gvv,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory_turnover,500),500,rettype = 7)",0.23,0.07,0.0169,0.001559
