alpha_id,expr,sharpe,fitness,turnover,ic_mean
ZgexlXZ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newa2v1300_rdipeps,500),500,rettype = 9)",0.46,0.62,0.02,0.022567
xV0QkLw,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ci,500),500,rettype = 0)",-0.24,-0.09,0.076,-0.000476
nmMoKYz,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ci,500),500,rettype = 1)",-0.22,-0.08,0.0195,-0.00174
NLv6NGp,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ci,500),500,rettype = 2)",0.18,0.04,0.0255,0.000437
dYAmoz2,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ci,500),500,rettype = 3)",-0.1,-0.03,0.03,-0.000562
R9na3wb,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ci,500),500,rettype = 4)",-0.18,-0.05,0.016,-0.001284
AeMadbd,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ci,500),500,rettype = 5)",0.06,0.01,0.0149,0.000452
vZ3zxvr,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ci,500),500,rettype = 6)",0.58,0.21,0.0269,0.001203
oRMzXwn,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ci,500),500,rettype = 7)",-0.37,-0.16,0.0172,-0.002818
Y8GkRao,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ci,500),500,rettype = 8)",-0.4,-0.13,0.0188,-0.001494
73EKbZ8,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ci,500),500,rettype = 9)",-0.38,-0.12,0.0207,-0.00129
eNoqAwO,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ceql,500),500,rettype = 0)",-0.15,-0.04,0.0736,-0.0003
lEbRQme,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ceql,500),500,rettype = 1)",-0.06,-0.01,0.0194,-0.000467
w3MJRad,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ceql,500),500,rettype = 2)",0.95,0.47,0.0237,0.002567
73EKjeZ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ceql,500),500,rettype = 3)",-0.12,-0.03,0.0286,-0.000709
1OQnlE6,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ceql,500),500,rettype = 4)",0.03,0.0,0.0157,0.000227
GXp37oJ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ceql,500),500,rettype = 5)",0.06,0.01,0.0149,0.00052
GXp32wo,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ceql,500),500,rettype = 6)",-0.32,-0.09,0.0281,-0.000657
R9n2Q7b,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ceql,500),500,rettype = 7)",-0.22,-0.08,0.0174,-0.001729
eNod8rp,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ceql,500),500,rettype = 8)",0.36,0.11,0.0171,0.001336
98LaJZx,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ceql,500),500,rettype = 9)",0.19,0.04,0.0187,0.000699
29baNl8,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acox,500),500,rettype = 0)",-0.09,-0.02,0.072,-0.000225
8VdaNYq,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acox,500),500,rettype = 1)",-0.15,-0.05,0.0165,-0.001564
Y8G2zLM,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acox,500),500,rettype = 2)",0.43,0.16,0.0216,0.001507
JoZgA2W,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acox,500),500,rettype = 3)",-0.0,-0.0,0.0262,-2.5e-05
zg1565V,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acox,500),500,rettype = 4)",-0.03,-0.0,0.016,-0.00028
dYAnmZJ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acox,500),500,rettype = 5)",0.04,0.01,0.0151,0.000385
98L9Jro,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acox,500),500,rettype = 6)",-0.06,-0.01,0.0289,-0.000148
pxAnKMV,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acox,500),500,rettype = 7)",-0.18,-0.06,0.0171,-0.001536
ZgejbJY,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acox,500),500,rettype = 8)",0.6,0.26,0.0172,0.002681
Mdobgan,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acox,500),500,rettype = 9)",0.54,0.47,0.0201,0.009293
0x0A102,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_ancq,500),500,rettype = 0)",-0.23,-0.09,0.077,-0.000534
oRMVvxE,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_ancq,500),500,rettype = 1)",0.05,0.01,0.02,0.000333
8VdnnPl,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_ancq,500),500,rettype = 2)",-0.18,-0.04,0.0237,-0.000587
kv2Q0kO,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_ancq,500),500,rettype = 3)",0.12,0.04,0.0311,0.000688
dYAdY5J,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_ancq,500),500,rettype = 4)",-0.02,-0.0,0.0167,-0.000182
ZgerNmQ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_ancq,500),500,rettype = 5)",0.23,0.08,0.0159,0.002101
1OQJM5K,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_ancq,500),500,rettype = 6)",0.59,0.23,0.0299,0.001277
oRMY8gl,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_ancq,500),500,rettype = 7)",-0.18,-0.06,0.0184,-0.001532
xV0na9p,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_ancq,500),500,rettype = 8)",-0.03,-0.0,0.0174,-0.000143
lEb0k67,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_ancq,500),500,rettype = 9)",0.0,0.0,0.0203,1.4e-05
31ZAzJN,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_zipcode,500),500,rettype = 0)",-0.22,-0.1,0.0646,-0.000727
LEARdz1,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_zipcode,500),500,rettype = 1)",-0.41,-0.26,0.0426,-0.002403
98LRVnr,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_zipcode,500),500,rettype = 2)",0.1,0.03,0.0531,0.000423
MdoxYEn,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_zipcode,500),500,rettype = 3)",-0.48,-0.33,0.0357,-0.003276
VZg85z8,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_zipcode,500),500,rettype = 4)",-0.49,-0.35,0.0258,-0.004848
ORE9XM1,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_zipcode,500),500,rettype = 5)",-0.46,-0.31,0.0253,-0.004353
mdMXvkW,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_zipcode,500),500,rettype = 6)",-0.29,-0.14,0.0629,-0.000922
lEbVeml,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_zipcode,500),500,rettype = 7)",-1.08,-1.18,0.0317,-0.009466
gXE1AZO,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_zipcode,500),500,rettype = 8)",0.03,0.01,0.0393,0.000178
LEApJWv,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_zipcode,500),500,rettype = 9)",0.82,0.71,0.0347,0.005332
Y8GpXGv,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_intc,500),500,rettype = 0)",-0.22,-0.07,0.0801,-0.000353
lEbVrzn,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_intc,500),500,rettype = 1)",-0.32,-0.14,0.0337,-0.001477
Mdop7xM,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_intc,500),500,rettype = 2)",0.22,0.08,0.0424,0.000715
R9npzMa,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_intc,500),500,rettype = 3)",-0.44,-0.24,0.0428,-0.001711
lEbVY2x,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_intc,500),500,rettype = 4)",-0.02,-0.0,0.0145,-0.00014
vZ3LElv,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_intc,500),500,rettype = 5)",0.01,0.0,0.0133,9.1e-05
98Lrz3x,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_intc,500),500,rettype = 6)",0.22,0.06,0.0312,0.000566
XV5nQlb,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_intc,500),500,rettype = 7)",0.11,0.02,0.0159,0.000781
R9n8XAg,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_intc,500),500,rettype = 8)",0.04,0.01,0.0232,0.000178
OREZknJ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_intc,500),500,rettype = 9)",0.61,0.77,0.0176,0.022773
W36GOkN,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_capxv,500),500,rettype = 0)",-0.18,-0.06,0.072,-0.000424
kv20Ged,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_capxv,500),500,rettype = 1)",0.02,0.0,0.0161,0.000223
Kvj9AlN,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_capxv,500),500,rettype = 2)",0.48,0.18,0.0207,0.001689
JoZvjRj,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_capxv,500),500,rettype = 3)",-0.0,-0.0,0.0251,-2.2e-05
nmM8Mb3,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_capxv,500),500,rettype = 4)",0.05,0.01,0.0157,0.000403
bJ5d27p,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_capxv,500),500,rettype = 5)",0.11,0.03,0.0148,0.000977
pxAK7pv,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_capxv,500),500,rettype = 6)",0.53,0.19,0.0273,0.001214
dYARjVK,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_capxv,500),500,rettype = 7)",-0.03,-0.0,0.0165,-0.000274
98L7xX9,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_capxv,500),500,rettype = 8)",0.24,0.06,0.017,0.000919
eNoxVOJ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_capxv,500),500,rettype = 9)",0.62,0.31,0.0191,0.003185
XV58OqX,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_rea,500),500,rettype = 0)",-0.15,-0.05,0.0664,-0.000367
aeqEmYR,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_rea,500),500,rettype = 1)",-0.24,-0.11,0.0253,-0.001899
oRMgxaE,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_rea,500),500,rettype = 2)",0.23,0.09,0.0426,0.000889
1OQpbAR,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_rea,500),500,rettype = 3)",-0.17,-0.06,0.0259,-0.001313
zg1NXMd,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_rea,500),500,rettype = 4)",-0.05,-0.01,0.0178,-0.00047
aeq1No6,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_rea,500),500,rettype = 5)",0.05,0.01,0.017,0.000475
29bp7d6,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_rea,500),500,rettype = 6)",0.0,0.0,0.0511,6e-06
PxdGolM,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_rea,500),500,rettype = 7)",0.0,0.0,0.0207,1.6e-05
MdoGnok,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_rea,500),500,rettype = 8)",0.06,0.01,0.0251,0.000305
eNozpnd,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_rea,500),500,rettype = 9)",-0.33,-0.22,0.0265,-0.004023
lEbjxXN,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_itci,500),500,rettype = 0)",0.28,0.13,0.0787,0.000648
VZg7lWV,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_itci,500),500,rettype = 1)",-0.74,-0.56,0.0393,-0.003611
0x0wNvk,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_itci,500),500,rettype = 2)",0.79,0.59,0.0489,0.00289
QOL7ALQ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_itci,500),500,rettype = 3)",-0.67,-0.49,0.0451,-0.002949
8Vd3boV,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_itci,500),500,rettype = 4)",-0.53,-0.29,0.0154,-0.005009
oRM6Mnk,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_itci,500),500,rettype = 5)",-0.42,-0.21,0.0145,-0.004356
zg1Yw1E,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_itci,500),500,rettype = 6)",0.8,0.46,0.0411,0.002044
vZ3kzOa,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_itci,500),500,rettype = 7)",-0.9,-0.68,0.0172,-0.008241
Zge02m3,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_itci,500),500,rettype = 8)",-0.15,-0.05,0.0262,-0.000977
ORErpeg,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_itci,500),500,rettype = 9)",-0.22,-0.1,0.0246,-0.001942
XV5WokX,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_lcox,500),500,rettype = 0)",-0.25,-0.1,0.0713,-0.000604
R9nVb9d,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_lcox,500),500,rettype = 1)",0.04,0.01,0.0166,0.000371
73EZYZx,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_lcox,500),500,rettype = 2)",0.47,0.18,0.0264,0.001355
gXEQGxJ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_lcox,500),500,rettype = 3)",0.13,0.04,0.0258,0.000933
QOL3plg,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_lcox,500),500,rettype = 4)",-0.07,-0.01,0.0157,-0.000528
mdMgvd5,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_lcox,500),500,rettype = 5)",0.15,0.04,0.015,0.00135
ORENPpv,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_lcox,500),500,rettype = 6)",0.3,0.08,0.0321,0.000606
LEANOMM,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_lcox,500),500,rettype = 7)",-0.12,-0.03,0.0168,-0.001019
KvjNwMz,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_lcox,500),500,rettype = 8)",0.07,0.01,0.0168,0.000271
eNob9Lp,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_state,500),500,rettype = 0)",-0.05,-0.01,0.063,-0.00022
VZgaZ8A,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_state,500),500,rettype = 1)",0.01,0.0,0.0336,4.6e-05
eNoQkOp,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_state,500),500,rettype = 2)",0.19,0.09,0.0388,0.001541
Pxdgj0W,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_state,500),500,rettype = 3)",-0.16,-0.07,0.0328,-0.001441
Y8GMkaJ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_state,500),500,rettype = 4)",-0.25,-0.14,0.0272,-0.002766
0x0rM96,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_state,500),500,rettype = 5)",-0.29,-0.17,0.0263,-0.003155
R9n6Aaa,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_state,500),500,rettype = 6)",-0.65,-0.51,0.0646,-0.002381
AeMvzAW,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_state,500),500,rettype = 7)",-0.67,-0.62,0.0345,-0.006182
XV5J3em,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_state,500),500,rettype = 8)",0.82,0.81,0.0342,0.007115
PxdMQKq,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_state,500),500,rettype = 9)",1.5,2.14,0.0303,0.01678
pxAvQ9v,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_recd,500),500,rettype = 0)",-0.26,-0.1,0.0817,-0.00047
xV01zqn,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_recd,500),500,rettype = 1)",0.15,0.05,0.0343,0.000673
AeMQw2R,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_recd,500),500,rettype = 2)",-1.08,-0.72,0.0459,-0.002424
OREAvWv,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_recd,500),500,rettype = 3)",0.17,0.06,0.0422,0.000694
eNo5gXO,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_recd,500),500,rettype = 4)",-0.23,-0.07,0.0153,-0.001593
Pxdonw7,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_recd,500),500,rettype = 5)",-0.03,-0.0,0.0142,-0.000263
ZgeQpOn,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_recd,500),500,rettype = 6)",0.44,0.15,0.0369,0.000781
MdoY3Wr,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_recd,500),500,rettype = 7)",-0.32,-0.12,0.0166,-0.002204
vZ31YYQ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_recd,500),500,rettype = 8)",-0.65,-0.37,0.0221,-0.003606
dYAW6nw,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_recd,500),500,rettype = 9)",0.27,0.25,0.0241,0.009092
oRMExAJ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_am,500),500,rettype = 0)",-0.43,-0.22,0.075,-0.000838
pxAaXWX,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_am,500),500,rettype = 1)",0.11,0.03,0.0234,0.000791
Mdo69Gz,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_am,500),500,rettype = 2)",0.37,0.13,0.031,0.00103
ZgeaWE8,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_am,500),500,rettype = 3)",0.07,0.02,0.0317,0.00041
GXpmGEP,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_am,500),500,rettype = 4)",0.01,0.0,0.015,8.1e-05
JoZ8zYl,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_am,500),500,rettype = 7)",-0.04,-0.01,0.0161,-0.000312
kv28xnO,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_am,500),500,rettype = 8)",-0.01,-0.0,0.0194,-3.5e-05
5roGoG1,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_am,500),500,rettype = 9)",-0.21,-0.11,0.0255,-0.002664
JoZ3nOA,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ch,500),500,rettype = 0)",-0.2,-0.07,0.0739,-0.000434
eNo1bmJ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ch,500),500,rettype = 1)",-0.2,-0.07,0.02,-0.001511
oRMPael,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ch,500),500,rettype = 2)",0.22,0.05,0.0252,0.000511
31ZGPEO,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ch,500),500,rettype = 3)",-0.1,-0.03,0.0287,-0.000611
bJ5xwe6,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ch,500),500,rettype = 4)",-0.13,-0.03,0.0158,-0.000989
KvjvRxl,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ch,500),500,rettype = 5)",0.05,0.01,0.0148,0.000443
AeMegMg,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ch,500),500,rettype = 6)",0.32,0.09,0.0278,0.00064
kv2vKa6,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ch,500),500,rettype = 7)",-0.32,-0.13,0.017,-0.002547
xV0VZRm,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ch,500),500,rettype = 8)",-0.4,-0.12,0.0184,-0.001323
1OQlEgQ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ch,500),500,rettype = 9)",-0.19,-0.04,0.0201,-0.000666
JoZWmel,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_xrent,500),500,rettype = 0)",-0.48,-0.25,0.0818,-0.000845
xV02Rpb,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_xrent,500),500,rettype = 1)",0.09,0.02,0.0325,0.000433
ZgedKPj,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_xrent,500),500,rettype = 2)",0.33,0.11,0.0433,0.000626
QOLN3dW,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_xrent,500),500,rettype = 3)",0.15,0.05,0.0403,0.00063
xV02rMp,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_xrent,500),500,rettype = 4)",0.04,0.01,0.0152,0.000319
w3M22nY,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_xrent,500),500,rettype = 5)",0.23,0.07,0.0143,0.001825
1OQlRKJ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_xrent,500),500,rettype = 6)",0.37,0.11,0.0342,0.00068
nmMeLmM,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_xrent,500),500,rettype = 7)",-0.11,-0.03,0.0172,-0.000756
r9vGgWa,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_xrent,500),500,rettype = 8)",-0.36,-0.11,0.0206,-0.001216
98LMgZ1,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_xrent,500),500,rettype = 9)",-0.44,-0.16,0.0235,-0.0014
xV0GQow,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_drltq,500),500,rettype = 0)",0.08,0.02,0.0772,0.000165
6Zv0EMY,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_drltq,500),500,rettype = 1)",-0.11,-0.03,0.0213,-0.000846
jobG3eE,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_drltq,500),500,rettype = 2)",-0.35,-0.16,0.0293,-0.001795
98LMElV,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_drltq,500),500,rettype = 3)",-0.18,-0.07,0.0316,-0.001054
31ZPkwO,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_drltq,500),500,rettype = 4)",0.07,0.01,0.0154,0.000691
LEAz2O1,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_drltq,500),500,rettype = 5)",0.12,0.03,0.0148,0.001313
73EM85x,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_drltq,500),500,rettype = 6)",0.23,0.06,0.0388,0.000512
oRMrQYl,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_drltq,500),500,rettype = 7)",0.18,0.06,0.0176,0.001701
bJ5nMoR,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_drltq,500),500,rettype = 8)",0.74,0.45,0.0168,0.005467
gXEdMbg,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newqv1300_drltq,500),500,rettype = 9)",-0.6,-0.58,0.0209,-0.011288
GXpxgJx,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_txo,500),500,rettype = 0)",0.23,0.12,0.0707,0.000999
73EMGvv,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_txo,500),500,rettype = 1)",-0.23,-0.12,0.0233,-0.002984
dYAozXw,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_txo,500),500,rettype = 2)",0.18,0.1,0.0304,0.00242
gXEdVVK,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_txo,500),500,rettype = 3)",-0.12,-0.05,0.0279,-0.001279
ENXLdm9,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_txo,500),500,rettype = 4)",0.56,0.51,0.0207,0.010134
oRMZ8Al,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_txo,500),500,rettype = 5)",0.71,0.71,0.0186,0.013256
r9v83nJ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_txo,500),500,rettype = 6)",-0.49,-0.35,0.0395,-0.0033
PxdKrgq,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_txo,500),500,rettype = 7)",0.41,0.33,0.0226,0.007218
5roYwJ6,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_txo,500),500,rettype = 8)",-0.46,-0.33,0.0224,-0.005702
LEA37VM,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_txo,500),500,rettype = 9)",0.6,0.64,0.0158,0.017969
oRMZWkJ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_exre,500),500,rettype = 0)",-0.17,-0.06,0.0749,-0.000393
KvjZzMx,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_exre,500),500,rettype = 1)",-0.12,-0.04,0.0168,-0.001319
aeqG972,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_exre,500),500,rettype = 2)",0.24,0.09,0.0238,0.0015
31ZJ8Y6,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_exre,500),500,rettype = 3)",-0.09,-0.02,0.0268,-0.000634
Kvj23N8,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_exre,500),500,rettype = 4)",-0.12,-0.03,0.0156,-0.000935
bJ5KZwl,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_exre,500),500,rettype = 5)",0.16,0.05,0.0144,0.001445
XV5OEVb,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_exre,500),500,rettype = 6)",0.66,0.29,0.028,0.001714
Kvj2qvN,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_exre,500),500,rettype = 7)",-0.25,-0.09,0.0165,-0.001981
oRMk9KE,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_exre,500),500,rettype = 8)",0.03,0.0,0.0217,0.000103
xV0EdMw,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_exre,500),500,rettype = 9)",-0.04,-0.01,0.0173,-0.001498
XV5Obn1,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_cik,500),500,rettype = 0)",-0.47,-0.44,0.0692,-0.003113
73E2YwL,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_cik,500),500,rettype = 1)",0.37,0.33,0.038,0.005139
R9nvKEn,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_cik,500),500,rettype = 2)",0.23,0.15,0.043,0.002458
VZgRreV,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_cik,500),500,rettype = 3)",0.39,0.35,0.0356,0.005794
XV5xgZ0,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_cik,500),500,rettype = 4)",0.03,0.01,0.0301,0.000532
PxdbEQE,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_cik,500),500,rettype = 5)",0.06,0.02,0.031,0.001191
8VdZKVV,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_cik,500),500,rettype = 6)",0.39,0.33,0.0589,0.00301
OREjpV1,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_cik,500),500,rettype = 7)",-0.06,-0.02,0.0366,-0.001049
XV5x75X,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_cik,500),500,rettype = 8)",0.15,0.08,0.0387,0.001984
